experiment	commit	metric	status	description
1586	102.77	discard	Lumen=8f9927ad6e5d1beacf3080189750eed4f085f600	Lumen: experiment: exp1586 hoist audio snapshot frame count
1587	101.46	discard	Lumen=d20a191f80aa7d06ea2936edd5c85577ea67e6f3	Lumen: experiment: exp1587 hoist audio snapshot frame gate
1588	101.88	discard	Lumen=ff490aff94f3fa1d71eb5f3e554d28bf6771bf1d	Lumen: experiment: exp1588 hoist audio snapshot event gate
1589	101.88	discard	Lumen=92cf08f575b96c4b0ad0c959a2177848faeb4db6	Lumen: experiment: exp1589 hoist audio event stop status
1590	101.88	discard	Lumen=3dd6c6a6063bba3171bd4034cfec0b45f495ec1c	Lumen: experiment: exp1590 hoist audio event restart count
1591	101.67	discard	Lumen=283c140880b72e9095bc98d573837ca94174450b	Lumen: experiment: exp1591 hoist audio event source sequence
1592	102.08	discard	Lumen=d275fbb10368e1774bda0921cdf61bdb6865cb71	Lumen: experiment: exp1592 split audio drained event guards
1593	101.88	discard	Lumen=d00c2692518c8d115e84c2978e57de7ca7d98bfe	Lumen: experiment: exp1593 hoist audio drained stop status
1594	101.46	discard	Lumen=6e17017b9dae91ab43aa42808d8726dc95c4bd90	Lumen: experiment: exp1594 hoist audio drained restart count
1595	101.88	discard	Lumen=8b8251ac2e8063d0de313c95feee6b81cbc84c89	Lumen: experiment: exp1595 hoist audio drained source sequence
1596	101.88	discard	Lumen=1ae421ce66dc6006f4b2d72bfa42290c7ff57786	Lumen: experiment: exp1596 branch audio drained event message
1597	102.29	discard	Lumen=ee649e8c180069058304bf57fd3a371388664762	Lumen: experiment: exp1597 hoist audio drained sample rate
1598	101.25	discard	Lumen=e8afa9c6bbde7ce1c6a9903d2925004e9a1fce12	Lumen: experiment: exp1598 hoist audio drained channel count
1599	101.88	discard	Lumen=a1efabea5fa6a8477971eb43fce6d110059d1a5b	Lumen: experiment: exp1599 hoist audio drained frame count
1600	102.5	discard	Lumen=1bf8ac4724f86b320ad6499efc30f2c7b6561673	Lumen: experiment: exp1600 hoist audio frame sample rate
1601	102.5	discard	Lumen=2f8a7302e2e6d3ee9ef942a078904046e3eb57f5	Lumen: experiment: exp1601 hoist audio frame channel count
1602	102.08	discard	Lumen=f2b14fd8bbc2cc1c7cc74447ea476ae1ffc032fc	Lumen: experiment: exp1602 hoist audio frame count
1603	102.08	discard	Lumen=17006080eb9744b30ec67003fc00912b2e4eed4f	Lumen: experiment: exp1604 hoist audio frame ids
1604	102.08	discard	Lumen=f695b38608f3ee1253246d4b6726d90a1345a425	Lumen: experiment: exp1605 split core drained frame guards
1605	101.04	discard	Lumen=348a38c3a9edefbf5b4fe78894d735785796c38a	Lumen: experiment: exp1606 hoist core drained latency
1606	101.67	discard	Lumen=34cc66f7da54ba9ea23a8b50d8f451326d718bc8	Lumen: experiment: exp1607 hoist core drained codec
1607	102.54	discard	Lumen=8774be743ae3effd663c6e484d2a6c7a1696ac42	Lumen: experiment: exp1609 cache core frame payload size at ingress
1608	102.12	discard	Lumen=e668dbcb8df97a5c92688c7628e29817a1496cde	Lumen: experiment: exp1608 cache core frame payload size at ingress
1609	103.39	discard	Lumen=fb47104dda32ffaff2353f6d68253f9ce6f48347	Lumen: experiment: exp1609 share core frame sample buffer ownership
1610	101.67	discard	Lumen=da225b6e43257ee3a918b69931fd9909637298ff	Lumen: experiment: exp1610 drop duplicated core last-frame sample ownership
1611	104.17	discard	Lumen=137b962479c966e71be85b0859624ea17b43152c	Lumen: experiment: exp1611 share core frame state between last-frame and queue
1612	102.11	discard	Lumen=446e1db678241c9ac711f294b6960fc7715ea836	Lumen: experiment: exp1612 transfer core frame sample ownership on pop
1613	101.25	discard	Lumen=90218abb8b5e12c00c1709ccddf401ba145ccef4	Lumen: experiment: exp1613 construct core queued frame in place
1614	101.88	discard	Lumen=b59b311b6c0fe203037228c72e6bc2cf6ee27abd	Lumen: experiment: exp1614 read core queued frame in place on drain
1615	102.27	discard	Lumen=73ac23effcceb99cad9d247a5965bfa416565e08	Lumen: experiment: exp1615 store core last-frame summary scalars
1616	101.46	discard	Lumen=2daa0b43b29b5812ff692c69fb829006d4c6db0b	Lumen: experiment: exp1616 use input keyframe flag for overflow collapse
1617	102.29	discard	Lumen=185eecbff30676b19d0445adccf4ea2085274b30	Lumen: experiment: exp1617 track core last frame as non-owning queue pointer
1618	102.29	discard	Lumen=c82f7fd307281da1c1fc9426f76b89360e2f5005	Lumen: experiment: exp1618 track core pending frame count during collapse
1619	101.04	discard	Lumen=8fa974f1e3bdfa15f5f979384f6ade357b20b173	Lumen: experiment: exp1619 defer core collapse keyframe check until overflow
1620	100.38	discard	Lumen=5b9960521994fb7c3f8061b9e3a240cf2b816a9f	Lumen: experiment: exp1620 move core overflow drop helper out of hot path
1621	104.38	discard	Lumen=0b42953c97c28a22232a40d09c8a300659b720da	Lumen: experiment: exp1621 notify core frame consumers after unlock
1622	102.92	discard	Lumen=9f55fe0450bdf013d4a34c11e5a8a0f0ab4d6866	Lumen: experiment: exp1622 assign core last frame from queued freshest frame
1623	101.51	discard	Lumen=8e59c7144d264e9550d3027de2111e59bae61987	Lumen: experiment: exp1623 build core drop event in place
1624	104.38	discard	Lumen=1f864916dfe9fde95c4e09af59c330b28302d98c	Lumen: experiment: exp1624 track core pending event count during overflow
1625	104.38	discard	Lumen=081332096d662114745e82456a57270597e88621	Lumen: experiment: exp1625 track core queued frame count incrementally
1626	102.76	discard	Lumen=322f8bcf9768bc835cb049690a47d079a82e8c15	Lumen: experiment: exp1626 track core queued event count incrementally
1627	104.38	discard	Lumen=f6f3217432fdd53c689b63a7960a253022b9b8e6	Lumen: experiment: exp1627 cache core pending-data flag
1628	104.38	discard	Lumen=33b834541e7624b9b9bd79313e655b576694b021	Lumen: experiment: exp1628 construct core frame state directly
1629	104.38	discard	Lumen=300c27145ea351f162eadab54b296bebcb9a20be	Lumen: experiment: exp1629 emplace core queued frame directly
1630	104.17	discard	Lumen=407c348e672ff834f1602c85e908de97992e1167	Lumen: experiment: exp1630 collapse core overflow in one pass
1631	103.96	discard	Lumen=e513a24b0e519e87b9dc71d19f907cc863c8f344	Lumen: experiment: exp1631 track core last frame from final queued entry
1632	102.13	discard	Lumen=69baca25e9b5a0d2930de40bff7940f2cf93f7af	Lumen: experiment: exp1632 fill core queued frame in place
1633	106.04	discard	MacDisplayKit=ed9e6d2e8ec205f077abb8c6f7d9955ed1931143	MacDisplayKit: experiment: skip HEVC HDR timing sync
1634	106.04	discard	MacDisplayKit=f857dd8cc14838a01edf07cb544281f64c3ec4ab	MacDisplayKit: experiment: set HEVC realtime ceiling to 222hz
1635	106.04	discard	MacDisplayKit=dc97e8e9e750168450efc29cbc1a7989e0e68f39	MacDisplayKit: experiment: set HEVC realtime ceiling to 221hz
1636	106.04	discard	MacDisplayKit=5f887de65b2cbf620bd75e2d8c5f689daa4aa2c9	MacDisplayKit: experiment: set HEVC realtime ceiling to 229hz
1637	106.04	discard	MacDisplayKit=9b3c8e8fa39fccf59d556d1b099f8c62abddfb70	MacDisplayKit: experiment: strip staged frame surface before vt submit
1638	106.25	keep	MacDisplayKit=ff98c479eb744a45b173f976ea371fd256ef39c8	MacDisplayKit: experiment: actorize skylight replay state
1639	106.04	discard	MacDisplayKit=82244f5ee486148e2307faca90add8bb21a20ea4	MacDisplayKit: experiment: prioritize skylight replay actor tasks
1640	106.04	discard	MacDisplayKit=798198d81933db4422bf19cdbf1eb2073874f2d9	MacDisplayKit: experiment: snapshot skylight replay surface state
1641	105.83	discard	MacDisplayKit=7bb7aa8c14931c722344acfd93bd6ff08718df58	MacDisplayKit: experiment: deliver vt output before stats queue
1642	106.04	discard	MacDisplayKit=dc89e94677936f33bcdbcf3546438f24311ce09e	MacDisplayKit: experiment: record vt timing asynchronously
1643	106.04	discard	MacDisplayKit=33505a11621eb6d17ae348cf3119815b6446bbbd	MacDisplayKit: experiment: timestamp skylight replay at source
1644	106.04	discard	MacDisplayKit=4bcf5cbfe978ffa45da01fcf2dfd1dedd961e7c4	MacDisplayKit: experiment: gate hdr metadata transport to hevc pq
1645	106.04	discard	MacDisplayKit=872e347b44bcf2a7446412f4aa5522fd13c74d55	MacDisplayKit: experiment: inline staged vt submit after gpu copy
1646	106.25	discard	MacDisplayKit=54fe827c019874c808631a2a5a2bb05cd0f8ef79	MacDisplayKit: experiment: skip prores recovery replay cache
1647	105.83	discard	MacDisplayKit=5b55c1d14f513355a1ab1b65892f75b4a4c2b733	MacDisplayKit: experiment: direct no-cursor yuv conversion
1648	106.25	discard	MacDisplayKit=59da30eb13b7ebed790258179fdf38a3cd496429	MacDisplayKit: experiment: merge no-cursor 420 conversion
1649	106.25	discard	MacDisplayKit=7e6a6031dbf7f7a5030c4d507c7fcece705d4135	MacDisplayKit: experiment: cache encoded frame metadata
1650	106.04	discard	MacDisplayKit=e6b12d162095e77edb9cc097e035927fdd4d992c	MacDisplayKit: experiment: fast hdr signal detection
1651	106.04	discard	MacDisplayKit=5a7ac9ef2e3d57011eb0fc1af9f3d1acb5c2f932	MacDisplayKit: experiment: carry vt keyframe metadata
1652	106.04	discard	MacDisplayKit=f61fdb4453dcc4f81a7c63fe67da2eab41179de6	MacDisplayKit: experiment: prewarm encoded processor
1653	106.04	discard	MacDisplayKit=c4ae845e440cc8af5d46ba2facb3895a7eb73503	MacDisplayKit: experiment: default hevc capture to yuv
1654	106.04	discard	MacDisplayKit=2fa998d101cc90a5515dd3f1fe3d2a9c9d4824ce	MacDisplayKit: experiment: prioritize encoded hot path queues
1655	106.25	discard	MacDisplayKit=5f5d3290e33c784e513a8e6034f9a845e99dcc1a	MacDisplayKit: experiment: async staged submit stats
1656	106.04	discard	Lumen=cb1043072cdf6f61debf3fa8d68e2200abb7530d	Lumen: experiment: detach bridge frame diagnostics
1657	106.04	discard	Lumen=6cc07cd107115348e9aa551439f9abe3e64da7e6	Lumen: experiment: sample bridge frame diagnostics
1658	106.04	discard	MacDisplayKit=366c8c44ddce7b150c06ad9b2794a7e0cb106570	MacDisplayKit: experiment: enqueue encoder work asynchronously
1659	106.04	discard	MacDisplayKit=a85c7b68ed06097f9619f5f8b9f6113bb7c20a7b	MacDisplayKit: experiment: stamp vt frame duration
1660	106.04	discard	MacDisplayKit=640cd4e1c95f52b393a439fe5caf5521eace78cf	MacDisplayKit: experiment: prepare hdr input attachments
1661	106.04	discard	MacDisplayKit=1bae970c352244a91e477f52c8c0c7f22dfcb787	MacDisplayKit: experiment: defer encoded frame construction
1662	106.04	discard	MacDisplayKit=ec4dca489d3ee0f91ea5c3889611c567916a916f	MacDisplayKit: experiment: bind skylight replay actor executor
1663	106.04	discard	MacDisplayKit=e25b4f38ed0a8dd2ed679076b2d85886954bd0d1	MacDisplayKit: experiment: release pending before mailbox drain
1664	106.25	discard	Lumen=1481b620e5c662cf57c03bcc47368d8efe94ab58	Lumen: experiment: share ingress sample buffer retain
1665	106.04	discard	Lumen=91e7a72e865e3b3865c75693826fc74f0ba07e73	Lumen: experiment: notify ingress after unlock
1666		crash	Lumen=3ec63ece8e5b0a2505ecd758b6d263fb5794e97d,MacDisplayKit=10ffc0878ba49a0552038af1dc0b0154e89955d1	Lumen: experiment: route HEVC HDR through BGRA input | MacDisplayKit: experiment: allow direct HEVC BGRA submit
1667	100.83	discard	Lumen=3be4b6f46c288aa1d89dbdc7f074a74fa75acb89,MacDisplayKit=2c9b84d253c9c7093a97ae485e80c4c5782321a4	Lumen: experiment: route HEVC HDR through BGRA input | MacDisplayKit: experiment: allow direct HEVC BGRA submit
1668	106.04	discard	Lumen=60ad37c2a2e4adbe83f29dafe766c1f3c0c7cfa8	Lumen: experiment: cache ingress payload size
1669	106.25	discard	Lumen=097af61859f112266d0ed1a3eefebfc6da47651c	Lumen: experiment: bypass actor on frame drain
1670	106.04	discard	MacDisplayKit=a1dbb733242683d8177541d5fec90fcf15351ad1	MacDisplayKit: experiment: cache encoded frame signals
1671	101.83	discard	MacDisplayKit=68e5336dfac8e53f4857e6745fc26b6b7e10d888	MacDisplayKit: experiment: drain vt output pressure
1672	105.83	discard	MacDisplayKit=aec0202a26357979e7238d4d6243a4009c2bc6fb	MacDisplayKit: experiment: isolate submitted frame counter
1673	106.04	discard	MacDisplayKit=b5aed5e604ce6ac52df1c643ce477f0fbd4c7588	MacDisplayKit: experiment: trust source texture cache
1674	65.5	discard	Lumen=4b4d537f52e212045a750e6d5853063a6e5fdd2d,MacDisplayKit=d10f264b67264b60b49833ea145dc777073d8de8	Lumen: experiment: forward encoded replay flag | MacDisplayKit: experiment: replay encoded idle frames
1675	25.0	discard	MacDisplayKit=da89384910d7c0ea04a6bee44d4010644b467fc3	MacDisplayKit: experiment: release staging before packaging
1676	25.0	discard	MacDisplayKit=fcee7c7dc72fd09de44a58502337a22390434c73	MacDisplayKit: experiment: async processing success stats
1677	103.75	discard	MacDisplayKit=2988939439594a6377b61af5a42c677289da7e51	MacDisplayKit: experiment: scope vt callback autorelease
1678	103.96	discard	MacDisplayKit=aaa320075cf53090d1d27670931aa9eae3833067	MacDisplayKit: experiment: disable staged metal retained refs
1679	25.0	discard	MacDisplayKit=39056714c8534deb5a81be08dcae8f788b4a045c	MacDisplayKit: experiment: hold staged source until output
1680	103.75	discard	MacDisplayKit=d87e0b2001d9b2e5efe28c746389026d3f677e3b	MacDisplayKit: experiment: skip skylight hot diagnostics decode
1681	103.75	discard	MacDisplayKit=f767ae44dad9c95ee0264527965c4faaffbfdce3	MacDisplayKit: experiment: split yuv plane encoders
1682	103.75	discard	MacDisplayKit=40a3991cde7cb672e308bbfbd568e1a9258d80a1	MacDisplayKit: experiment: queue-local skylight replay state
1683	103.75	discard	MacDisplayKit=0717de2f5652601a881759f93279774487a31636	MacDisplayKit: experiment: consume keyframes on submit queue
1684	103.96	discard	MacDisplayKit=ae6b210ed1a567f847ed961789f1a43dc0219499	MacDisplayKit: experiment: apply hdr once per staging slot
1685	25.0	discard	MacDisplayKit=f10cd0728aa85b5496162e21aad1c04278c53aaa	MacDisplayKit: experiment: reuse capture frame in processor
1686	25.0	discard	MacDisplayKit=798b9a68ce08cee5b896ae01d3b758b4348a4128	MacDisplayKit: experiment: trim retained frame timings
1687	103.75	discard	MacDisplayKit=2de54cd91dba27138b06f755bf6be1e10230367c	MacDisplayKit: experiment: count only fresh mailbox drops
1688	101.75	discard	MacDisplayKit=49a68aa91dad79c47580224b812d050c9b328108	MacDisplayKit: experiment: cache yuv target description
1689	25.0	discard	MacDisplayKit=1381d6a1ecf81bd5a24d1db782982096cee3cc3b	MacDisplayKit: experiment: prewarm staging slots
1690	63.75	discard	MacDisplayKit=3db74a26f8b8f63ddd6c08b26e61b13fa69b6720	MacDisplayKit: experiment: preserve fresh mailbox over replay
1691	103.75	discard	MacDisplayKit=df88ec5be8a85dc4e120590be5509e7a1d778b8e	MacDisplayKit: experiment: use write-only staging textures
1692	25.0	discard	MacDisplayKit=574a09d2f73cb99b0a8a13abb8658235d3207738	MacDisplayKit: experiment: route encoded capture through iosurface proxy
1693	102.25	discard	MacDisplayKit=38ef12511238488eca3c4d3521057345de0c01b4	MacDisplayKit: experiment: use full range hevc hdr input
1694	25.0	discard	MacDisplayKit=17b68fb5962ec951bc030bbb1475e8a97959ff11	MacDisplayKit: experiment: align vt timestamps to source cadence
1695	102.25	discard	MacDisplayKit=795fba750b821af2022f044a9da89880b476ffce	MacDisplayKit: experiment: skip skylight update metadata on hevc hot path
1696	55.11	discard	MacDisplayKit=92c666009d9c82a0b03e0582625613a45d2811ee	MacDisplayKit: experiment: drain skylight callback autorelease
1697	52.87	discard	MacDisplayKit=1220669f10846a6fc731186df4cc24acbd25e791	MacDisplayKit: experiment: drop replay when encoder pending full
1698	70.46	discard	MacDisplayKit=907b13ba583864883d78662f79b13043b7b00730	MacDisplayKit: experiment: prioritize mailbox drain task
1699	103.96	discard	MacDisplayKit=729cbe2a44f99d52fe243c178149fcb1da1b4596	MacDisplayKit: experiment: skip hevc recovery replay cache
1700	103.75	discard	MacDisplayKit=01fa908d841ca69d650b32a88a3ed34410bd8e69	MacDisplayKit: experiment: bound metal command queue depth
1701	25.0	discard	MacDisplayKit=19232659ace65e045f4a30d9efed71276da03bdc	MacDisplayKit: experiment: latch session note state
1702	103.96	discard	MacDisplayKit=41231eb3d8511e623f0e0198d2d8e1efe9879cce	MacDisplayKit: experiment: direct prores bgra submission
1703	103.75	discard	MacDisplayKit=e9aeb5d9dde6d40b72997c3ed843a399179d4984	MacDisplayKit: experiment: defer vt session prepare
1704	103.75	discard	MacDisplayKit=7b41e931f45e0d61b08d187dff13dc927adbbc6c	MacDisplayKit: experiment: actorize pending frame tracker
1705	103.75	discard	MacDisplayKit=9a1babade6eca9185dad32c265e3f14e4ca2b8f5	MacDisplayKit: experiment: pace skylight timer replay timestamps
1706	25.0	discard	MacDisplayKit=7127f900370ff16604ff885f66e6b426d0f63464	MacDisplayKit: experiment: skip callback latency histogram
1707	25.0	discard	MacDisplayKit=03f85fff38d53ff3969d7f0a794509eb092ee2de	MacDisplayKit: experiment: prioritize skylight delivery queue
1708	103.75	discard	MacDisplayKit=98b72c0187f6a0954f2617c9a630f67676a8e21d	MacDisplayKit: experiment: skip hevc dirty rect decode
1709	103.75	discard	MacDisplayKit=752ed48b8d6afd1476adf3ab2bc6b5ebf3cd3db0	MacDisplayKit: experiment: use full range hevc staging
1710	103.75	discard	MacDisplayKit=b1752818c42fb3083743bc887115fa85811ec49c	MacDisplayKit: experiment: specialize no cursor conversion kernels
1711	103.96	discard	MacDisplayKit=a93c7ffc76060f1b6d270fd3a5cd0973beb22035	MacDisplayKit: experiment: fuse no cursor 420 conversion
1712	25.0	discard	MacDisplayKit=52dd4228852aa2759d0dade7ddc04dd9ae9d5647	MacDisplayKit: experiment: gate hevc sei augmentation
1713	25.0	discard	MacDisplayKit=e8f9f8bd6fb120d70e3bee6a5bc199f219b3580a	MacDisplayKit: experiment: pass staged output dimensions
1714	103.75	discard	MacDisplayKit=a4abcb613012af37ad86a7d8675f357d5ade8a2a	MacDisplayKit: experiment: elide skylight delivery hop
1715	103.75	discard	MacDisplayKit=bae077319307faf09a0ef100472097b58c3ba5d6	MacDisplayKit: experiment: skip empty mailbox drain
1716	103.75	discard	MacDisplayKit=d5badcf9e66b6ffd689ab80a45d5a0974bb2b597	MacDisplayKit: experiment: align skylight hot path diagnostics
1717	88.29	discard	MacDisplayKit=3daa65b60216a4ab54b2f0e45ebfa18d2222fdfa	MacDisplayKit: experiment: split skylight replay timer queue
1718	103.75	discard	MacDisplayKit=30fe367e593ff67de750820d3df246ce18d8f8c9	MacDisplayKit: experiment: combine output bookkeeping caches
1719	103.75	discard	Lumen=c6298dab3fd6fb8e45e491f1a8a6bf9783d13de8	Lumen: experiment: drain forwarded frames nonisolated
1720	25.0	discard	Lumen=f72629c3c13d178f7145a6ab623b8bebd0aab22b	Lumen: experiment: transfer ingress sample buffer ownership
1721	25.0	discard	MacDisplayKit=ce48f30b04324ace4d3b2de68b07874d9f2b862b	MacDisplayKit: experiment: use dispatch clock for vt timings
1722	103.75	discard	MacDisplayKit=7f4e9e609e037e8a99a5da41a64dceb488692745	MacDisplayKit: experiment: force zero hevc frame delay
1723	103.75	discard	MacDisplayKit=da4278e4cbc003f4b40c3e12fff7500492f6588b	MacDisplayKit: experiment: disable hevc hdr temporal compression
1724	103.75	discard	MacDisplayKit=3c54c2241482634f5109acbe011e5cb11c19a6b1	MacDisplayKit: experiment: cache hdr attachments on staging slots
1725	103.75	discard	MacDisplayKit=de66e434d7ba1e3a189407fe9fe5bef51a5fe009	MacDisplayKit: experiment: pass explicit vt frame duration
1726	25.0	discard	MacDisplayKit=22469ccf36cd31bb64242dde7fc33b15ce653f92	MacDisplayKit: experiment: derive hevc pts from display time
1727	102.25	discard	MacDisplayKit=883a63ad888fe5204a95940e3b29da151c633802	MacDisplayKit: experiment: feed hevc hdr bgra into vt
1728	37.31	discard	MacDisplayKit=9fb18983873acb701605b15059483787131a2fc6	MacDisplayKit: experiment: synchronously hand off staged vt submits
1729	102.25	discard	Lumen=5de0e827d2854c36daf6f6ab0075b3899e9d6f86	Lumen: experiment: request yuv10 capture for hevc hdr
1730	103.96	discard	MacDisplayKit=27c2967253a83b2f9d1260b8693cc7be6bf5331c	MacDisplayKit: experiment: measure callback latency after vt accept
1731	101.71	discard	MacDisplayKit=de7cb7c65e371565190314e164d8cf9ce494be7c	MacDisplayKit: experiment: disable callback source diagnostics
1732	103.75	discard	MacDisplayKit=6e16629547c2d3c8deb371bed8dfd08f715779af	MacDisplayKit: experiment: widen prores callback pending window
1733	55.38	discard	Lumen=8f739c00b4d5f6e07c4acc9584b80b0c47e14e78,MacDisplayKit=581196c8132e178f76bcdc0fa479d11d9a02cdf0	Lumen: experiment: forward encoded replay markers | MacDisplayKit: experiment: cache hevc idle replay frames
1734	103.75	discard	MacDisplayKit=8a1aec1d7a92c6a2b8abc72b62861c1fe1840587	MacDisplayKit: experiment: enqueue vt processing asynchronously
1735	86.0	discard	Lumen=d9931688a41b3d77dfc195c56e5fd6b346682ecb,MacDisplayKit=6201c7d10e7d2eb29690f744d90288d34d69f2b7	Lumen: experiment: make ingress replay drops silent | MacDisplayKit: experiment: cache hevc replay frames
1736	25.0	discard	Lumen=e2fe0f26e735b55050adf701b33ee8f269f01ef0,MacDisplayKit=b0dbed4c335774aeb83d4074551319abeb9d12d7	Lumen: experiment: prune replay frames before fresh frames | MacDisplayKit: experiment: cache hevc replay output frames
1737	25.0	discard	MacDisplayKit=8ef603a4b92dbd6b91c0b94507eb4d4d7f4b358b	MacDisplayKit: experiment: use nearest sampling for one-to-one conversion
1738	103.75	discard	MacDisplayKit=0317dd1d5e764fd619b8792b23cf3b5b3bf09369	MacDisplayKit: experiment: defer vt timing aggregation
1739	25.0	discard	MacDisplayKit=37bb17686e25e0c3369fba7e79d22b9a3a2a242c	MacDisplayKit: experiment: bypass replay actor for fresh frames
1740	33.43	discard	MacDisplayKit=9576dc57bdffcd8df35fded825f3874b16de5661	MacDisplayKit: experiment: tighten callback replay timer
1741	103.75	discard	MacDisplayKit=8cd9795561c1fc6140aaefd93fc6b0c89814a9c5	MacDisplayKit: experiment: disable vt startup buffering
1742	103.75	discard	MacDisplayKit=0c85f04d5f858295f39f2ccb9b883f5219970a1f	MacDisplayKit: experiment: defer chroma rgb transform
1743	25.0	discard	MacDisplayKit=8a3c8dd3e050bcc136dd50cdfe7b962add7c50b3	MacDisplayKit: experiment: deliver vt output before bookkeeping
1744	25.0	discard	MacDisplayKit=de3b73d7fe3028c9e06ccacfeaa054747159f94b	MacDisplayKit: experiment: allow hevc hdr low latency rate control
1745	77.96	discard	MacDisplayKit=13af2e8ac69cfca74d0042b12fb5aa2320806be0	MacDisplayKit: experiment: separate hevc replay emission gate
1746	25.0	discard	MacDisplayKit=fa24c45567c10c2207862bd0d9b6bd4e0920339a	MacDisplayKit: experiment: remove vt output drain group
1747	103.75	discard	Lumen=c26fa9432d1324a63b5474af912adf5209fffa7f	Lumen: experiment: pop ingress frames outside lock
1748	103.75	discard	MacDisplayKit=1ed2c4b1bb20c34618e3a3dba55e9ea3626b61ad	MacDisplayKit: experiment: cache skylight background tuning
1749	103.75	discard	Lumen=18d936594a2c6081951bb7c07334894aa5bd97c9	Lumen: experiment: let mdk autotune auto queues
1750	25.0	discard	MacDisplayKit=6626114cc1c6819c8438ec39762cdcc6379e4371	MacDisplayKit: experiment: skip prores hevc hdr augmentation
1751	103.54	discard	MacDisplayKit=c76e44c88a24598f4a51c0a67fb276ddf54af857	MacDisplayKit: experiment: defer skylight dirty rect decode
1752	103.75	discard	MacDisplayKit=19698665d2dfd025457c7915b84873eb9b2334e2	MacDisplayKit: experiment: stream skylight replay events
1753	103.75	discard	MacDisplayKit=1867a0b7e2bedfe3ed147085646d477deb1ab007	MacDisplayKit: experiment: funnel skylight replay tasks
1754	25.0	discard	Lumen=4ce756f3649c6cb225aefa50a4ca0e5d6062e810	Lumen: experiment: coalesce ingress drain hot path
1755	102.92	discard	MacDisplayKit=25cafe1e8463bbe14287337187fd2c1ae83ae500	MacDisplayKit: experiment: defer skylight frame diagnostics
1756	25.0	discard	MacDisplayKit=fa6ae41315dafd5ad9cff9a57b59129b918185fa	MacDisplayKit: experiment: split callback output hot path
1757	103.75	discard	MacDisplayKit=86a48a8f4efc7dc70ba7c2481e3e606a44030e50	MacDisplayKit: experiment: skip callback source timing
1758	25.0	discard	MacDisplayKit=c84399ada823c3e71646b2b5118f1a551e7b32c2	MacDisplayKit: experiment: detach staged submit metadata
1759	103.75	discard	MacDisplayKit=cfc16fcebf47c87bf1255491c4a799e47527490c	MacDisplayKit: experiment: actorize encoded frame mailbox
1760	103.75	discard	Lumen=4503136c2da1f3822d2f989e27be268d03d1e43c	Lumen: experiment: burst bridge forwarding pump
1761	25.0	discard	MacDisplayKit=769d6d70376129508b5b153166c03f8b0b0a4aff	MacDisplayKit: experiment: split no-cursor color conversion
1762	103.75	discard	MacDisplayKit=d08a9a7d484c9f1cc7e7d9a5b4cd0d1f3d8495dd	MacDisplayKit: experiment: reuse chroma encoder bindings
1763	103.75	discard	MacDisplayKit=d8e4a3bd9f44d1de5d018b085e8fd6b0faed918f	MacDisplayKit: experiment: fast path single frame tile metadata
1764	25.0	discard	MacDisplayKit=cf0b3e8b367d9de14595dc0fc45cd39f2168abd3	MacDisplayKit: experiment: stack wrap staged pixel buffers
1765	103.75	discard	MacDisplayKit=5733314fc79205edbf07c3f07a7c62831a4b69f2	MacDisplayKit: experiment: use unretained metal command buffers
1766	103.75	discard	MacDisplayKit=1a89c9e46f0c8d889eb2f538c90cc7856d959d17	MacDisplayKit: experiment: cap conversion threadgroup height
1767	103.75	discard	MacDisplayKit=e61f2029ff72194fa8f98c43b04b33de029a817f	MacDisplayKit: experiment: untrack vt staging textures
1768	103.75	discard	MacDisplayKit=9ceef263d4e296f6a0191013e3f39e606cfb776d	MacDisplayKit: experiment: disable metal command buffer errors
1769	103.75	discard	MacDisplayKit=f33a50e2675817307d269e29f81659ec678bc3ec	MacDisplayKit: experiment: retain capture frame directly
1770	103.75	discard	MacDisplayKit=cafbbfae283e0cb8d260c51960093e17308436e2	MacDisplayKit: experiment: defer submit count bookkeeping
1771	103.75	discard	MacDisplayKit=0d9db81dc98f2dcb3e401e92becfc91879518e51	MacDisplayKit: experiment: submit staged frames from completion
1772	103.96	discard	Lumen=dfbac9b33c088186c1533f29eff9da5e33946099	Lumen: experiment: actor forward encoded frames
1773	103.75	discard	Lumen=2dc40607733d9da01559c9263cc05bf5fcd1711d	Lumen: experiment: sample bridge frame bookkeeping
1774	25.0	discard	MacDisplayKit=f3956af33407dd296c0a886d322b5963808c3e80	MacDisplayKit: experiment: remove autotuner fps policy gate
1775	25.0	discard	MacDisplayKit=85a2dd126c25937297b8b007afde28db901fd322	MacDisplayKit: experiment: move skylight replay timer into actor
1776	25.0	discard	MacDisplayKit=acdefec202ff276b2480432cbe8656768e850561	MacDisplayKit: experiment: evict one source texture cache entry
1777	73.97	discard	MacDisplayKit=2ba066dcc0a717bf4fe1659f9c4ffaaaab6ada87	MacDisplayKit: experiment: release pending before mailbox take
1778	103.75	discard	MacDisplayKit=b7117772c057cf0ebc442784de0a4a100b10cbc2	MacDisplayKit: experiment: coalesce prores mailbox overproduction
1779	103.75	discard	Lumen=a8fff9f361c4aee10f0f76faa9be120b7a705b31	Lumen: experiment: notify encoded ingress after unlock
1780		discard	Lumen=7d739edc86ca5ee1fb226e78daea915f807d8fae	reverted out-of-scope change in Lumen: src/video.cpp
1781	25.0	discard	MacDisplayKit=8f59dbb3af33b72fc3cf8b8c7a2fc479f8a2a350	MacDisplayKit: experiment: cache color conversion target
